old	new	status
NADHJCLJAKD	SetDistanceToNearestWall	applied_or_already_applied
NAFMIGFFOMD	logBuilder	applied_or_already_applied
NAFNPLAHPMJ	BUFFER_SIZE	applied_or_already_applied
NAGAEAGPCBB	CreateDict	applied_or_already_applied
NAHDKEGCFEB	complete	applied_or_already_applied
NAHJDECAJMO	QuestActionStoryTutorialClickFight	applied_or_already_applied
NAKBKCDKEHF	ModelEdge	applied_or_already_applied
NALOHFKANFC	_TotalBytesRead	applied_or_already_applied
NAMGDODAGDA	_titleString	applied_or_already_applied
NAMJFNLFNCF	RenderAnimationDelay	applied_or_already_applied
NANLAGNPBOM	SetButton	applied_or_already_applied
NAOKDHPEECA	CrossModelByEdge	applied_or_already_applied
NBBJPLBEOIA	ScanDirectiveName	applied_or_already_applied
NBBLDNCGEOJ	KeyToString	applied_or_already_applied
NBCKELPPOMG	PutInFightRule	applied_or_already_applied
NBDLANCPCNO	_PerkMap	applied_or_already_applied
NBFDGBOABHB	set_Key	applied_or_already_applied
NBFEDMCCKPJ	EventIntervalStart	applied_or_already_applied
NBFIENBJJLE	CreateHeadPayJSON	applied_or_already_applied
NBGHGBCKOPE	OnQuestComplete	applied_or_already_applied
NBGLCNMMMKI	GetCautiousMovementsChance	applied_or_already_applied
NBICABBFJEF	_description	applied_or_already_applied
NBKJGOOEPNA	m_Buffer	applied_or_already_applied
NBPCCIOAEAM	CheckReset	applied_or_already_applied
NBPKFMCFJKA	UseAllredyParsedFight	applied_or_already_applied
NCCFBKKMBGI	wfShader	applied_or_already_applied
NCEILOIPOOE	QuestActionSessionSettings	applied_or_already_applied
NCFMCMBPHGD	IterativeProcess	applied_or_already_applied
NCGDAEENEEO	SetHitData	applied_or_already_applied
NCHILOLNCNE	MinProtocolVersion	applied_or_already_applied
NCHJBDFJHGF	SetBotTactic	applied_or_already_applied
NCIDIIGMMIM	QuestActionEclipseModeTutorial	applied_or_already_applied
NCIMJGHEMPN	_damageRules	applied_or_already_applied
NCJDPEAJLPP	IsCompare	applied_or_already_applied
NCNJGOPGPHL	Add	applied_or_already_applied
NCODAIICNLP	ClosePauseScreen	applied_or_already_applied
NCPKAPMLLPA	DecryptQuaternionValue	applied_or_already_applied
NDAOHKKNCAL	LevelMultiplier	applied_or_already_applied
NDDFFODJEJA	_conditions	applied_or_already_applied
NDFIEBLNHHA	SetRandomRules	applied_or_already_applied
NDHCBBKPIFA	_data	applied_or_already_applied
NDKFAKGAKNE	SetNoButtonRules	applied_or_already_applied
NDPCKJHBJOB	AddField	applied_or_already_applied
NEABAMGCGCA	SlowMode	applied_or_already_applied
NEBNMFIEOOH	_staticObjects	applied_or_already_applied
NEFJOLLPNMB	ItemSets	applied_or_already_applied
NEFLJJBNHPC	GetContentLength	applied_or_already_applied
NEGDMNFONAF	RefreshParameters	applied_or_already_applied
NEHBOKLDAHD	hasFirstPart	applied_or_already_applied
NEHMAEOIHDB	Unescape	applied_or_already_applied
NEILOFHDANE	_streamEndWasReached	applied_or_already_applied
NEJHFNLDGDD	AchievementsController	applied_or_already_applied
NEMDLCHDOCA	QuestActionResetPerks	applied_or_already_applied
NEMOJHMEMDA	ConditionWeapon	applied_or_already_applied
NENCFHAFMPE	set_Arguments	applied_or_already_applied
NFAMFPOKMAB	set_MapMaskColor	applied_or_already_applied
NFBBPHJPPHC	AddBinaryData	applied_or_already_applied
NFBGDNMFFHC	IsItemRequired	applied_or_already_applied
NFCGKJINICI	_inited	applied_or_already_applied
NFENEIFGLIA	Press	applied_or_already_applied
NFGFKAKMBNK	enemiesScreen	applied_or_already_applied
NFGOBDCDFII	typingUsers	applied_or_already_applied
NFHEACPFNKA	rectTransform	applied_or_already_applied
NFIGMEEIPOI	Off	applied_or_already_applied
NFJKKAIMIGD	LogTable	applied_or_already_applied
NFMAAKMNKJF	GetWinner	applied_or_already_applied
NFNAMPHCHLD	_parent	applied_or_already_applied
NFNBFHCDEGG	Second	applied_or_already_applied
NFOPGMKPEAJ	OpenXMLDocument	applied_or_already_applied
NGAPMPMPDJJ	_unixEpoch	applied_or_already_applied
NGCMDEKADBG	GetString	applied_or_already_applied
NGDOJBGFBPN	SetBoolean	applied_or_already_applied
NGEIBFPFPAE	CacheSize	applied_or_already_applied
NGHJKGGHEMG	Compress	applied_or_already_applied
NGHKIKLIDBD	SetFileName	applied_or_already_applied
NGHLNCCIDFI	GetWordEndSymbol	applied_or_already_applied
NHABEPOCLPP	_RecipeDeliveryTime	applied_or_already_applied
NHBEOCAGNCK	PlayFight	applied_or_already_applied
NHCBGKHMMEK	UpdateAnimation	applied_or_already_applied
NHEDFPIFJDH	set_HandleRfc1950HeaderBytes	applied_or_already_applied
NHLOFDPEKMP	currentConfig	applied_or_already_applied
NHMCLALEPEK	QuestActionUpgrades	applied_or_already_applied
NHMINIOGHGD	WriteLine	applied_or_already_applied
NHNGKKFNMFO	randomString	applied_or_already_applied
NHPJEMBNOBD	_touchPoint	applied_or_already_applied
NIDJICDJLHC	GiveItemLogin	applied_or_already_applied
NINLHNAMBCJ	_clips	applied_or_already_applied
NJFEIIGNAGE	_FrameRect	applied_or_already_applied
NJFGLOECJEK	Attribute	applied_or_already_applied
NJFIHFMLBIN	GetClassActionByName	applied_or_already_applied
NJGNFKAMFLF	UpdateWithBytesRead	applied_or_already_applied
NJKIKOBPLPP	_maskColor	applied_or_already_applied
NJMEGOLLJPF	_ComputedPosition	applied_or_already_applied
NJOGBLFLKEG	ParseImage	applied_or_already_applied
NJOHJDGDAGD	Rank	applied_or_already_applied
NKAGPMFAGDH	ParseEvades	applied_or_already_applied
NKCEGAAOFEL	UpdateCameraPosition	applied_or_already_applied
NKFFAPINAHC	TableViewOrientation	applied_or_already_applied
NKGEMKALALO	DecryptUIntValue	applied_or_already_applied
NKPMJMNFMGN	GetImplementedInterfaces	applied_or_already_applied
NLBPPPEDHED	string_value	applied_or_already_applied
NLCBFIEDNPG	IsInverted	applied_or_already_applied
NLCBJPAHPFN	IsModelCanThrow	applied_or_already_applied
NLCCDHFDPPH	EncryptRectValue	applied_or_already_applied
NLCLIPABFNA	op_Explicit	applied_or_already_applied
NLGOOJKJHPK	SetDictionary	applied_or_already_applied
NLHJNOCKKGE	_LineRender	applied_or_already_applied
NLIHAPLEMLI	textSizeDelta	applied_or_already_applied
NLLPMNIAMBC	set_PairNode	applied_or_already_applied
NLOBFHIOLJG	ReadAnimation	applied_or_already_applied
NMBAOPFNCJE	_key	applied_or_already_applied
NMBDJFEPBHH	_inFightRules	applied_or_already_applied
NMBFACBAGEE	NumBitLevels	applied_or_already_applied
NMCKMGOCCBO	PerkActionVariable	applied_or_already_applied
NMENPBJMBEO	CopyFrom	applied_or_already_applied
NMFIJNBELJO	Activate	applied_or_already_applied
NMGIKFFGOMF	EventKeyReleased	applied_or_already_applied
NMIGJFLHJPF	isNot	applied_or_already_applied
NMIMFBKDALL	EdgeSubType	applied_or_already_applied
NMOAACKEMIL	QuestActionSetLanguage	applied_or_already_applied
NNBHCDFFINM	Replace	applied_or_already_applied
NNBPCLENGED	ToByteArray	applied_or_already_applied
NNCDIACKPBM	ParseInside	applied_or_already_applied
NNCLPHKBNJD	QuestActionAttachFile	applied_or_already_applied
NNJJBOGEGKM	_strikeIndex	applied_or_already_applied
NNMHNNPECHN	Round	applied_or_already_applied
NNMPPEBALGI	PerkConditionCurrentAnimation	applied_or_already_applied
NOCHJLLNIKO	QuestActionResetEnchantments	applied_or_already_applied
NODAMDHEMEB	get_NoDecisionIntervals	applied_or_already_applied
NOGFDBHPDBL	RenderEvent	applied_or_already_applied
NOIGOCIMEAE	_playerPerks	applied_or_already_applied
NOKJBPPBHAK	DoubleStrToIntegerStr	applied_or_already_applied
NOKPPLIEPNI	GetBitMask	applied_or_already_applied
NOMJHNKKNGK	ZDelta	applied_or_already_applied
NPDDIEBBNLO	ModelStrike	applied_or_already_applied
NPGFEIKNCNC	_Mesh	applied_or_already_applied
NPICGOKOKOI	IsFitIntervalAndMove	applied_or_already_applied
NPIPAOAPBCK	ComboTypeEvent	applied_or_already_applied
NPKPOHBCNLL	GetNodeId	applied_or_already_applied
NPLHJJNBBLO	CompressBuffer	applied_or_already_applied
NPLNKFJAICI	SendAsASCII	applied_or_already_applied
NPMHJDEFCDA	FillAnimations	applied_or_already_applied
NPNLDNEFAFM	set_HitEffectScale	applied_or_already_applied
OAAOKMDOGBK	CodeOneBlock	applied_or_already_applied
OABGJAKOEGA	PutRule	applied_or_already_applied
OABOJPCEJEP	StartPinging	applied_or_already_applied
OAEGJDLFLON	DecodeStream	applied_or_already_applied
OAELINEBLHG	set_IsValid	applied_or_already_applied
OAGDJICCFGK	UnrollIndent	applied_or_already_applied
OAGECMEELMD	_activePerks	applied_or_already_applied
OAHNDIHINOJ	VERSION	applied_or_already_applied
OAIGCLJEFHP	OnAuthenticate	applied_or_already_applied
OAJCMIMCCHK	SetIntervals	applied_or_already_applied
OAMJKBMNHEI	set_Instance	applied_or_already_applied
OAOEPMLIDEJ	_stream	applied_or_already_applied
OAPFAPKGOHP	Time	applied_or_already_applied
OBCAFLOBOPL	GetFileOrResourcesText	applied_or_already_applied
OBFABMPOFPB	WriteAll	applied_or_already_applied
OBIJPKHAMGI	Util	applied_or_already_applied
OBJJEOONEHI	StepsNames	applied_or_already_applied
OBKCIHCFBFN	GetStyleMultiplier	applied_or_already_applied
OBKLHFLJHJM	OnModelCreate	applied_or_already_applied
OBNMPNBDKJD	EncryptDecryptBytes	applied_or_already_applied
OBPPJNCEJFN	CompressString	applied_or_already_applied
OCBLLMBMIAD	SelectDefenceMode	applied_or_already_applied
OCDBCFOKCFM	_GzipMtime	applied_or_already_applied
OCFBPGLOBAJ	ConditionBirth	applied_or_already_applied
OCGBEHCLPAN	_Vertexes	applied_or_already_applied
OCINBFKCFPF	Reverse	applied_or_already_applied
OCJIHGHHFKE	lastCompressionRatio	applied_or_already_applied
OCNFDKBACBK	QuestActionStoryTutorialMove	applied_or_already_applied
OCNJEJGCPJJ	Version	applied_or_already_applied
ODAHKDMBDGH	_renderRules	applied_or_already_applied
ODCJCMLADLC	Args	applied_or_already_applied
ODCLEBDCEOE	DeleteEntity	applied_or_already_applied
ODDBFKCEKJG	ApplyAvatarAndNameRules	applied_or_already_applied
ODDKMLFHJGP	LicenseFailReason	applied_or_already_applied
ODHLKBJENMM	achievementMessage	applied_or_already_applied
ODHNLDABGCI	_itemRules	applied_or_already_applied
ODLCFDDECIL	_Volume	applied_or_already_applied
ODMHNCLGAKP	_changeFightRules	applied_or_already_applied
OEFJIKFBKNI	kPropSize	applied_or_already_applied
OEKNDFGBOIC	SetupHeader	applied_or_already_applied
OEMIHPLDEHC	_noDoubles	applied_or_already_applied
OENGBDIBKML	set_Event	applied_or_already_applied
OEOIFJCDODM	QuestActionRestartApplication	applied_or_already_applied
OFDBKGBBAJH	TrickInfo	applied_or_already_applied
OFFBHGGNFFO	Dlg	applied_or_already_applied
OFFFKODOAKJ	Acquire	applied_or_already_applied
OFHIPKKBDJC	Write	applied_or_already_applied
OFHLEEHGLHA	send_code	applied_or_already_applied
OFHNEDEEJGI	QuestActionOpenLeagueDialog	applied_or_already_applied
OFLFLPJDLNE	GetLoadAudioClipInternal	applied_or_already_applied
OFMGDFKHPDO	d	applied_or_already_applied
OGAJIAEEPHC	CheckPreDraws	applied_or_already_applied
OGFNMMNBJKH	_NodesCount	applied_or_already_applied
OGGEMGHNMKH	ParsePricesForLocale	applied_or_already_applied
OGGOOBEJCHI	instancesInScene	applied_or_already_applied
OGNJFKDJEND	set_Length	applied_or_already_applied
OHDGBBDGMBN	CheckResistanceRules	applied_or_already_applied
OHECKOIAAHO	StyleMultiplier	applied_or_already_applied
OHGJEGDLEJK	KeyData	applied_or_already_applied
OHIGCGLPJME	NoData	applied_or_already_applied
OHJCHFMJIHG	DecryptLongValue	applied_or_already_applied
OHKCJDCMOKN	TacticFactors	applied_or_already_applied
OHNDBOMNIHA	Round	applied_or_already_applied
OHOABNNLMMO	StopRules	applied_or_already_applied
OHOKODOFJDC	downloadingScreen	applied_or_already_applied
OIAKDFDIIKN	ChangePower	applied_or_already_applied
OICIAKNFEAN	GetCountTexture	applied_or_already_applied
OIDEPFKNPJG	ParseQualityConditions	applied_or_already_applied
OIFJPNKGDAK	CheckActionsOnFrame	applied_or_already_applied
OIOAHJMDCMH	DecryptVector2Value	applied_or_already_applied
OIOOAGMIIGP	_currentUserID	applied_or_already_applied
OIPHFIEDJKL	ShopSection	applied_or_already_applied
OJAHEEIFMBM	IsHit	applied_or_already_applied
OJEKLCHAJDM	CreateUI	applied_or_already_applied
OJFBGOIEAJJ	_wrap	applied_or_already_applied
OJFBICFFLDC	_CommandList	applied_or_already_applied
OJFDNFFNHKK	IsStrikeResult	applied_or_already_applied
OJGNPIKHODE	RunDeliveryItems	applied_or_already_applied
OJHBNPMKAHK	_Damage	applied_or_already_applied
OJIEPADIEDE	ModelAnimation	applied_or_already_applied
OJJJIHAKGNN	isGameOver	applied_or_already_applied
OJJNBLDEHJF	AddTableHolder	applied_or_already_applied
OJLPGPBLKPC	GetNode	applied_or_already_applied
OKAMEALDEGH	OnRunSuccessAndErrorAction	applied_or_already_applied
OKBKNMCOIEN	SecurityModule	applied_or_already_applied
OKDMJMDCCCB	ParseString	applied_or_already_applied
OKGDNAJDHNJ	UncompressBuffer	applied_or_already_applied
OKJJIGGGHAC	AddBundle	applied_or_already_applied
OKKENHDAINP	EventKeyPressed	applied_or_already_applied
OKMBEHKDJKJ	ShowHotGroundTimer	applied_or_already_applied
OKMEFHKILOG	SetFactorType	applied_or_already_applied
OKOIIKOJBKN	GetEnemyResponseDelay	applied_or_already_applied
OLBPOBPOOCI	_Empty	applied_or_already_applied
OLHMJFIOMHL	ComboTypes	applied_or_already_applied
OLHOMJHLCJA	Styles	applied_or_already_applied
OLJMADEOLID	QuestActionSetCurrentZone	applied_or_already_applied
OLJNCBAEKNK	set_RawData	applied_or_already_applied
OLLANEBLIIG	SetAligns	applied_or_already_applied
OLOEMGBPPDM	set_StoryTutorialStep	applied_or_already_applied
OMAFAHMPAEF	CheckStrikeZone	applied_or_already_applied
OMEEKPPGFEM	NameAttr	applied_or_already_applied
OMGDDIIPHNE	get_IsShowErrorIfAnimationNotFound	applied_or_already_applied
OMGPGJOMMIF	set_ResponseCode	applied_or_already_applied
OMLLBEAFBDE	get_MaxFrame	applied_or_already_applied
OMODLFJLKME	AddStreamedFragment	applied_or_already_applied
OMOGPJAIPDH	_currentLine	applied_or_already_applied
ONAEIBOELFL	GetReactionName	applied_or_already_applied
ONBAEBNCADK	ParseValue	applied_or_already_applied
ONDFEJNLCJF	DefaultTutorialStepTimeout	applied_or_already_applied
ONIJFBLGDFM	_toggle	applied_or_already_applied
ONKGFNEGNMC	GetUInt	applied_or_already_applied
ONMMKLDMHJD	Factor	applied_or_already_applied
ONNLBFAOMMB	Id	applied_or_already_applied
ONOHHALJDED	SurrenderButtonCallback	applied_or_already_applied
OODDHCCFFJE	op_Implicit	applied_or_already_applied
OOGFCPMLDOJ	UpdatePerkActivationArea	applied_or_already_applied
OOGMPCEBJOA	scanner	applied_or_already_applied
OOIKGBBLEOI	set_NeedDelete	applied_or_already_applied
OPBPNGMPKMH	EncryptIntValue	applied_or_already_applied
OPCNPKIOPOA	DrawPosition	applied_or_already_applied
OPDNLGDPJIK	GetUsers	applied_or_already_applied
OPEIFNAMFLD	bitBuf	applied_or_already_applied
OPFEEDFPIDH	existingAnchors	applied_or_already_applied
OPHCPIMOIBF	StartVS	applied_or_already_applied
OPHJKJNGNJI	SetRect	applied_or_already_applied
OPIBGFIACIK	PlayAnimationRandom	applied_or_already_applied
OPJOKLOGFHB	GetPlayerPerks	applied_or_already_applied
PAALMCJNMEJ	DeletePack	applied_or_already_applied
PADGGABEIND	ParseUint	applied_or_already_applied
PAEGJLNBJME	Uncompress	applied_or_already_applied
PAFEKKDFMEP	OnModelPostCrit	applied_or_already_applied
PAHAIGEMJFP	QuestActionResetDuelTimer	applied_or_already_applied
PAHLFJIMKCL	BattleRaid	applied_or_already_applied
PAHMPAJEFBD	get_UnexpectedMoves	applied_or_already_applied
PALCFKPEPPF	Parse	applied_or_already_applied
PAMHKCLLIDE	CookieJarSize	applied_or_already_applied
PAMKCKLCJMF	ParseTableHeader	applied_or_already_applied
PANAKJICBKI	RecipePrice	applied_or_already_applied
PAOAOGAKCGH	setAvailableAnimations	applied_or_already_applied
PAPAEACBHFL	OnButtonClick	applied_or_already_applied
PBCOFOBGNLM	UpdateFightData	applied_or_already_applied
PBDBLNELILI	_sliderType	applied_or_already_applied
PBFCLGLDOJM	LoadFromFile	applied_or_already_applied
PBGDKLMBAAE	get_AiOn	applied_or_already_applied
PBIGDNICHDI	IncreaseIndent	applied_or_already_applied
PBJHEDPKHHA	_isNot	applied_or_already_applied
PBLMOEHPNLE	UnloadAsset	applied_or_already_applied
PBNHNGNABOK	_fightAvgFPS	applied_or_already_applied
PBOJBHFADMO	BuyImmediatelyDelivery	applied_or_already_applied
PCAHANMGHGL	get_Parameters	applied_or_already_applied
PCAIJGIPIBG	GetFactors	applied_or_already_applied
PCBLAIMEIJJ	datetime_format	applied_or_already_applied
PCFBCHENGJG	GetFirstHeaderValue	applied_or_already_applied
PCFGKAFOCDO	ModelAi	applied_or_already_applied
PCGOIFOINKC	QuestActionEndTimer	applied_or_already_applied
PCKMHFHGCKH	NextRound	applied_or_already_applied
PCKPFBFHKJH	ItemAction	applied_or_already_applied
PDABFGPBADP	_EndXp	applied_or_already_applied
PDACKKDABAE	_valueEmpty	applied_or_already_applied
PDCFHDLMEIA	set_Collisible	applied_or_already_applied
PDCIAADIAFG	EncryptBoolValue	applied_or_already_applied
PDEDBPIDNHK	GetNearestKeyFrameId	applied_or_already_applied
PDHJNLIJAJB	EncryptByteArrayValue	applied_or_already_applied
PDIJEIHBIGK	_t	applied_or_already_applied
PDILFFPNCHM	Flag	applied_or_already_applied
PDLPNNBBKMB	ApplyStrike	applied_or_already_applied
PEAOKNICGEF	set_MaxCacheSize	applied_or_already_applied
PECBJOPMLNO	LoadDataRoutine	applied_or_already_applied
PEDOLOFIEGB	gridSize	applied_or_already_applied
PEGAELFEFLN	_bytes	applied_or_already_applied
PEKNPGALKJO	CopyTo	applied_or_already_applied
PEMOKNLOKIL	m_ProcessedSize	applied_or_already_applied
PEPFLJIGLGM	_tableSize	applied_or_already_applied
PFBHLCDKIFJ	CreateRosterAchievCounter	applied_or_already_applied
PFCHLMNGIOP	OnTimerTick	applied_or_already_applied
PFGHHMNNFEK	AppendNodeChild	applied_or_already_applied
PFHCBEFGJED	_SpriteRender	applied_or_already_applied
PFIHGDPGMCB	set_IsHubError	applied_or_already_applied
PFJLJPPKJLB	GetParametersValue	applied_or_already_applied
PFLNOFJHBKI	ParentItem	applied_or_already_applied
PFNJHNBBDGK	GetAnimationSummands	applied_or_already_applied
PGAALENAHFD	set_Binary	applied_or_already_applied
PGDHLKCHNBF	GetEnemyNoPerks	applied_or_already_applied
PGFKKJMPIBH	set_Buttons	applied_or_already_applied
PGGFDLGJNAC	Timer	applied_or_already_applied
PGKNGEJIBCO	get_RoundTimeLeft	applied_or_already_applied
PGLEJCEFGMG	Combine	applied_or_already_applied
PGNBDEKPACN	set_ReconnectionAttempts	applied_or_already_applied
PHAGKHOIAHI	IsFitStartAnimation	applied_or_already_applied
PHBHPBHPAGE	DecodeMessage	applied_or_already_applied
PHCHHPEIFOM	set_RotationAngle	applied_or_already_applied
PHDEBHJBPPO	set_MaxPathLength	applied_or_already_applied
PHEIJPCKJNA	UpdatePosition	applied_or_already_applied
PHFCNOBALGE	ActionZoomEffect	applied_or_already_applied
PHFKDPIKOBH	_btnName	applied_or_already_applied
PHHBKGGOFCF	ToInt32	applied_or_already_applied
PHHLFLOOJIP	IntToColor	applied_or_already_applied
PHHMKCGEOIN	_timerLabel	applied_or_already_applied
PHJBJGCFFCE	UpdateCombo	applied_or_already_applied
PHJCCJNOCGJ	_name	applied_or_already_applied
PHKNEAANBAB	Types	applied_or_already_applied
PHLHAOFECLB	CheckIfTableExists	applied_or_already_applied
PHLMMLICLEG	messages	applied_or_already_applied
PHMBGGOAHMB	_handleRfc1950HeaderBytes	applied_or_already_applied
PHNEHHAKHNK	ShuffleArray	applied_or_already_applied
PIAHJHHABHB	stopFollowEffect	applied_or_already_applied
PIANOFNJPGD	AddAttributes	applied_or_already_applied
PIFKPLHIOFJ	state	applied_or_already_applied
PIGGNFCBBMI	set_UnconfirmedLedgerIDs	applied_or_already_applied
PILKAAGDNGM	ModelCollision	applied_or_already_applied
PINKDEFCMIB	_cellPrefab	applied_or_already_applied
PIOKMDENJFB	CrazyRule	applied_or_already_applied
PIPBKHAHJPN	Create	applied_or_already_applied
PJAHIOELGGD	InfoAnimation	applied_or_already_applied
PJALFNFOBGO	_WaitTimeCoroutine	applied_or_already_applied
PJBCHOJJPFE	OnLoadConfig	applied_or_already_applied
PJBDPHDJBFJ	SetContentPosition	applied_or_already_applied
PJBKJLIIKAC	EatWhitespace	applied_or_already_applied
PJCFEHAGFHA	set_IsInline	applied_or_already_applied
PJDEHDCJCIC	set_MaxConnectionPerServer	applied_or_already_applied
PJEJBKMDOAM	ButtonCallback	applied_or_already_applied
PJEOEENINAL	_IsInterruptFramesSeted	applied_or_already_applied
PJFNPAMLLMH	SetNearestEnemy	applied_or_already_applied
PJGABPOLBBN	_isTrue	applied_or_already_applied
PJGNIHKOBEB	SerializeValue	applied_or_already_applied
PJHJBKCKLGH	visitedNodes	applied_or_already_applied
PJKFIGKPIML	SetFields	applied_or_already_applied
PJKGGOLPKEL	IsOutside	applied_or_already_applied
PJMDIHLGNHB	_Stroke	applied_or_already_applied
PJMEMGHKKBM	BattleType	applied_or_already_applied
PJMPGICBHGD	MergeUserXML	applied_or_already_applied
PKAFMFGBANG	Method	applied_or_already_applied
PKBKEDNPCMH	ParentRule	applied_or_already_applied
PKCMIKNPFJO	Location	applied_or_already_applied
PKEJDIMIBLG	get_ThrowableIntervals	applied_or_already_applied
PKHCOJLNNBO	_Render	applied_or_already_applied
PKLKCMGEMHB	send_compressed_block	applied_or_already_applied
PKLMGEGEOLE	conv_ops	applied_or_already_applied
PLBKOPEMEAF	PrepareItemRules	applied_or_already_applied
PLCNDHJJCFE	crc32Table	applied_or_already_applied
PLGCLNCGNMD	SendOutTo	applied_or_already_applied
PLGNMHKEJGG	LoadMovementsTablefor	applied_or_already_applied
PLHCKCPDCDE	GetPercentValue	applied_or_already_applied
PLJPDHCOENK	set_Value	applied_or_already_applied
PLJPENMGMGJ	set_FightAvgFPS	applied_or_already_applied
PLKFFGILBOP	frames	applied_or_already_applied
PLKHIIOHCGC	GetLeftTime	applied_or_already_applied
PLKKMOIIKAO	_logNow	applied_or_already_applied
PLMJJCOJOCP	OnReceived	applied_or_already_applied
PLMJKLIOFMI	ConditionName	applied_or_already_applied
PLNDLBFMDKG	currentComboLevel	applied_or_already_applied
PLPHBJACOFF	ToCamelOrPascalCase	applied_or_already_applied
PLPLIANJLMA	MD5HashBytes	applied_or_already_applied
PMAMHFCMIDG	Join	applied_or_already_applied
PMEGHLHOJJH	_avatars	applied_or_already_applied
PMFFAKGDOIL	GiveReward	applied_or_already_applied
PMLDCGPFCCH	_DeltaSendTime	applied_or_already_applied
PMNJKPEENKC	GetValueName	applied_or_already_applied
PMOKJKOPOPJ	ItemBuyHelper	applied_or_already_applied
PNEHEFFILIL	_isOpened	applied_or_already_applied
PNFEKCJBPLC	ParseModule	applied_or_already_applied
PNHOHHAOMEI	ShiftPoints	applied_or_already_applied
PNLAKFHBBDM	AspectConstants	applied_or_already_applied
PNNFGDCMPBK	FrameLock	applied_or_already_applied
PNODHDPKBMN	QuestActionChangePlayerAvatar	applied_or_already_applied
PNPPMHFFOOM	QuestActionOpenForge	applied_or_already_applied
POBGOFMKCLP	_Callback	applied_or_already_applied
PODFAPNKNHM	Scaling	applied_or_already_applied
POEGLCAJNAJ	TestBack	applied_or_already_applied
POGDMFCPNOJ	Pairs	applied_or_already_applied
POHJKHABCEJ	NodeXML	applied_or_already_applied
POIEHBLNBOO	_currentModuleIndex	applied_or_already_applied
POJMKEEPBJK	CritAdditional	applied_or_already_applied
POPFKACEMEB	HasHeader	applied_or_already_applied
PPDALPGJIAO	GetTacticalTableByLabel	applied_or_already_applied
PPGKJADKPGI	set_Buffer	applied_or_already_applied
PPGPKJCEOLG	exp	applied_or_already_applied
PPHDHACGGFJ	_fightIDS	applied_or_already_applied
PPIKPJEFCGB	set_Upgrades	applied_or_already_applied
PPMEBFPLODG	set_Symbol	applied_or_already_applied
PPPNOHFLCNF	put_bytes	applied_or_already_applied
PvpLocation	GameResistance	applied_or_already_applied
RaidLootContainer	MapButtonInfo	applied_or_already_applied
ADGNJAMFBCK	CheckResult|KillModel	skipped_conflict
AKFNPBEJBDO	_Tween|_tween	skipped_conflict
DLGLCCOCCIK	_incraseHeight|_increaseHeight	skipped_conflict
EDAPJLKMFPC	_Instance|_instance	skipped_conflict
FGGLBNBCCPE	SetWalls|SetWallsAlign	skipped_conflict
GDBOMJODDEA	Fight|LoseFallRule	skipped_conflict
IICJGJJGIMC	Count|_Count	skipped_conflict
JOADPIOMCJK	_Instance|_instance	skipped_conflict
MENAJEAJJBE	Name|text	skipped_conflict
PAMICDLAMHC	OnStartAnimation|OnStartInterval	skipped_conflict
ABCAONADOMK	Encoder: clean leaf is shared by ABCAONADOMK, MNPBDHNFEBB	skipped_file_collision
AJAIAKCIJIJ	IJsonEncoder: clean leaf is shared by AJAIAKCIJIJ, OOINGNLNJGM	skipped_file_collision
APMHDDIADMF	Parser: global destination already exists	skipped_file_collision
BDFAHMBGHDH	StringExtensions: clean leaf is shared by BDFAHMBGHDH, CICDLBEGBEA	skipped_file_collision
CEILAGAKGKF	Decoder: clean leaf is shared by CEILAGAKGKF, GDEMLIAGBCB	skipped_file_collision
CHOAMHPCPFL	Constants: clean leaf is shared by CHOAMHPCPFL, IJLCEKHNLFC	skipped_file_collision
CICDLBEGBEA	StringExtensions: clean leaf is shared by BDFAHMBGHDH, CICDLBEGBEA	skipped_file_collision
DMOMPOFCMJJ	GZipStream: clean leaf is shared by DMOMPOFCMJJ, NGDOLJPDPBI	skipped_file_collision
GDEMLIAGBCB	Decoder: clean leaf is shared by CEILAGAKGKF, GDEMLIAGBCB	skipped_file_collision
HLNFFAMCLEH	PollingTransport: global destination already exists	skipped_file_collision
IJLCEKHNLFC	Constants: clean leaf is shared by CHOAMHPCPFL, IJLCEKHNLFC	skipped_file_collision
IPIGAJKKJLN	OnEventDelegate: clean leaf is shared by IPIGAJKKJLN, JEEIPOLICHA	skipped_file_collision
IPPLMFLBMNF	ImporterFunc: clean leaf is shared by IPPLMFLBMNF, LADGKBEOMDK	skipped_file_collision
JEEIPOLICHA	OnEventDelegate: clean leaf is shared by IPIGAJKKJLN, JEEIPOLICHA	skipped_file_collision
JHHBEDGPFDM	WebSocketTransport: clean leaf is shared by JHHBEDGPFDM, KMLMEACFJGA	skipped_file_collision
KMLMEACFJGA	WebSocketTransport: clean leaf is shared by JHHBEDGPFDM, KMLMEACFJGA	skipped_file_collision
LADGKBEOMDK	ImporterFunc: clean leaf is shared by IPPLMFLBMNF, LADGKBEOMDK	skipped_file_collision
MNPBDHNFEBB	Encoder: clean leaf is shared by ABCAONADOMK, MNPBDHNFEBB	skipped_file_collision
NDIMGDKIMBD	ExporterFunc: clean leaf is shared by NDIMGDKIMBD, NHMEKPMHION	skipped_file_collision
NGDOLJPDPBI	GZipStream: clean leaf is shared by DMOMPOFCMJJ, NGDOLJPDPBI	skipped_file_collision
